Duration (ms),Start date,Start station,End date,End station,Bike number,Subscription type
113955,6/30/2015 22:41,22nd & I St NW / Foggy Bottom,6/30/2015 22:43,19th & K St NW,W00628,Member
1999858,6/30/2015 22:39,21st St & Constitution Ave NW,6/30/2015 23:12,Metro Center / 12th & G St NW,W20865,Casual
1981983,6/30/2015 22:39,21st St & Constitution Ave NW,6/30/2015 23:12,Metro Center / 12th & G St NW,W01192,Casual
1320829,6/30/2015 22:39,Jefferson Memorial,6/30/2015 23:01,18th St & Pennsylvania Ave NW,W01452,Casual
1316595,6/30/2015 22:39,Jefferson Memorial,6/30/2015 23:01,18th St & Pennsylvania Ave NW,W20832,Casual
650529,6/30/2015 22:39,20th & L St NW,6/30/2015 22:50,Wisconsin Ave & O St NW,W00721,Member
523090,6/30/2015 22:39,Virginia Square Metro / N Monroe St & 9th St N,6/30/2015 22:48,N Nelson St & Lee Hwy,W21470,Member
9307847,6/30/2015 22:38,4th & East Capitol St NE,7/1/2015 1:14,4th & East Capitol St NE,W21529,Casual
406169,6/30/2015 22:38,California St & Florida Ave NW,6/30/2015 22:45,10th & U St NW,W21961,Member
329243,6/30/2015 22:38,Georgia & New Hampshire Ave NW,6/30/2015 22:43,16th & Harvard St NW,W21928,Member
317788,6/30/2015 22:38,Mount Vernon Ave & E Nelson Ave,6/30/2015 22:43,Mount Vernon Ave & Kennedy St,W21699,Member
970350,6/30/2015 22:37,2nd & G St NE,6/30/2015 22:54,4th & M St SW,W21869,Member
612756,6/30/2015 22:37,Thomas Circle,6/30/2015 22:47,1st & H St NW,W21911,Member
211309,6/30/2015 22:37,25th St & Pennsylvania Ave NW,6/30/2015 22:40,22nd & I St NW / Foggy Bottom,W20477,Member
198618,6/30/2015 22:37,Park Rd & Holmead Pl NW,6/30/2015 22:41,14th St & Spring Rd NW,W21013,Member
118789,6/30/2015 22:37,18th St & Wyoming Ave NW,6/30/2015 22:39,Adams Mill & Columbia Rd NW,W20033,Member
9463883,6/30/2015 22:36,4th & East Capitol St NE,7/1/2015 1:14,4th & East Capitol St NE,W20158,Casual
1282590,6/30/2015 22:36,25th St & Pennsylvania Ave NW,6/30/2015 22:57,Fairfax Dr & Wilson Blvd,W01015,Member
952236,6/30/2015 22:36,20th St & Florida Ave NW,6/30/2015 22:52,Rhode Island Ave & V St NE,W20551,Member
911581,6/30/2015 22:36,Convention Center / 7th & M St NW,6/30/2015 22:51,2nd & G St NE,W01193,Member
585864,6/30/2015 22:36,Jefferson Memorial,6/30/2015 22:45,Jefferson Dr & 14th St SW,W21406,Casual
558199,6/30/2015 22:36,Massachusetts Ave & Dupont Circle NW,6/30/2015 22:45,16th & Harvard St NW,W00279,Member
535117,6/30/2015 22:36,Jefferson Memorial,6/30/2015 22:45,Jefferson Dr & 14th St SW,W21461,Casual
369656,6/30/2015 22:36,19th St & Pennsylvania Ave NW,6/30/2015 22:42,Thomas Circle,W00630,Member
155382,6/30/2015 22:36,19th & K St NW,6/30/2015 22:39,22nd & I St NW / Foggy Bottom,W00628,Member
135882,6/30/2015 22:36,18th & R St NW,6/30/2015 22:38,New Hampshire Ave & T St NW,W20013,Member
959615,6/30/2015 22:35,14th & D St SE,6/30/2015 22:51,2nd & G St NE,W00032,Member
931508,6/30/2015 22:35,N Randolph St & Fairfax Dr,6/30/2015 22:50,Key Blvd & N Quinn St,W21064,Member
594733,6/30/2015 22:35,N Veitch & Key Blvd,6/30/2015 22:45,Ballston Metro / N Stuart & 9th St N,W01228,Member
651071,6/30/2015 22:34,Georgia Ave and Fairmont St NW,6/30/2015 22:45,Lamont & Mt Pleasant NW,W01156,Member
636029,6/30/2015 22:34,Jefferson Memorial,6/30/2015 22:45,Jefferson Dr & 14th St SW,W21198,Casual
195701,6/30/2015 22:34,17th & Corcoran St NW,6/30/2015 22:38,Massachusetts Ave & Dupont Circle NW,W22205,Member
860250,6/30/2015 22:33,5th & F St NW,6/30/2015 22:48,4th & East Capitol St NE,W01327,Member
437296,6/30/2015 22:33,Columbus Circle / Union Station,6/30/2015 22:40,15th & F St NE,w01100,Member
416422,6/30/2015 22:33,Fairfax Dr & Wilson Blvd,6/30/2015 22:40,N Quincy St & Wilson Blvd,W00232,Member
383896,6/30/2015 22:33,19th & L St NW,6/30/2015 22:40,11th & M St NW,W00942,Member
380164,6/30/2015 22:33,Fairfax Dr & Wilson Blvd,6/30/2015 22:40,N Quincy St & Wilson Blvd,W01112,Member
211729,6/30/2015 22:33,Columbia Rd & Georgia Ave NW,6/30/2015 22:36,11th & Kenyon St NW,W20673,Member
9695146,6/30/2015 22:32,4th & East Capitol St NE,7/1/2015 1:14,4th & East Capitol St NE,W20448,Casual
1807597,6/30/2015 22:32,20th & O St NW / Dupont South,6/30/2015 23:02,Van Ness Metro / UDC,W01437,Member
1197763,6/30/2015 22:32,17th & Corcoran St NW,6/30/2015 22:52,Columbus Circle / Union Station,W00539,Member
726291,6/30/2015 22:32,Adams Mill & Columbia Rd NW,6/30/2015 22:44,Park Rd & Holmead Pl NW,W01030,Member
569557,6/30/2015 22:32,17th & K St NW / Farragut Square,6/30/2015 22:41,US Dept of State / Virginia Ave & 21st St NW,W00700,Casual
515979,6/30/2015 22:32,Columbus Circle / Union Station,6/30/2015 22:41,8th & Eye St SE / Barracks Row,W00449,Member
260697,6/30/2015 22:32,Bethesda Metro,6/30/2015 22:37,Offutt Ln & Chevy Chase Dr,W21141,Member
1110189,6/30/2015 22:31,North Capitol St & F St NW,6/30/2015 22:50,17th & Rhode Island Ave NW,W22236,Member
399831,6/30/2015 22:31,8th & Eye St SE / Barracks Row,6/30/2015 22:38,Potomac & Pennsylvania Ave SE,W00693,Member
83093,6/30/2015 22:31,Fairfax Dr & Kenmore St,6/30/2015 22:33,Virginia Square Metro / N Monroe St & 9th St N,W21470,Casual
1379877,6/30/2015 22:30,17th & Rhode Island Ave NW,6/30/2015 22:53,Park Rd & Holmead Pl NW,W00781,Member
748608,6/30/2015 22:30,11th & M St NW,6/30/2015 22:42,10th & U St NW,W21866,Member
1322813,6/30/2015 22:29,5th & F St NW,6/30/2015 22:51,Calvert & Biltmore St NW,W20422,Member
1028032,6/30/2015 22:29,1st & K St SE,6/30/2015 22:46,2nd & G St NE,W00240,Member
1001102,6/30/2015 22:29,5th & F St NW,6/30/2015 22:46,17th & Corcoran St NW,W01024,Member
635268,6/30/2015 22:29,Tenleytown / Wisconsin Ave & Albemarle St NW,6/30/2015 22:40,Wisconsin Ave & Newark St NW,W00436,Member
506441,6/30/2015 22:29,15th & P St NW,6/30/2015 22:37,17th & K St NW / Farragut Square,W00718,Member
432701,6/30/2015 22:29,New Hampshire Ave & 24th St NW,6/30/2015 22:36,17th & K St NW / Farragut Square,W01189,Casual
426338,6/30/2015 22:29,New Hampshire Ave & 24th St NW,6/30/2015 22:36,17th & K St NW / Farragut Square,W00804,Casual
263011,6/30/2015 22:29,Wilson Blvd & N Uhle St,6/30/2015 22:34,Clarendon Metro / Wilson Blvd & N Highland St,W20277,Member
218537,6/30/2015 22:29,15th & P St NW,6/30/2015 22:33,14th & R St NW,W01461,Member
9060239,6/30/2015 22:28,Maryland & Independence Ave SW,7/1/2015 0:59,Maryland & Independence Ave SW,W21122,Casual
1105788,6/30/2015 22:28,15th & P St NW,6/30/2015 22:46,Georgia & New Hampshire Ave NW,W21509,Member
920883,6/30/2015 22:28,M St & New Jersey Ave SE,6/30/2015 22:43,15th & East Capitol St NE,W00589,Member
774200,6/30/2015 22:28,Columbus Circle / Union Station,6/30/2015 22:41,15th & F St NE,W21130,Member
674624,6/30/2015 22:28,15th & P St NW,6/30/2015 22:39,15th & Euclid St  NW,W20437,Member
483108,6/30/2015 22:28,MLK Library/9th & G St NW,6/30/2015 22:36,5th & K St NW,W00592,Member
9122750,6/30/2015 22:27,Maryland & Independence Ave SW,7/1/2015 0:59,Maryland & Independence Ave SW,W21803,Casual
1482742,6/30/2015 22:27,17th & K St NW / Farragut Square,6/30/2015 22:51,15th & F St NE,W01337,Member
1458322,6/30/2015 22:27,19th St & Pennsylvania Ave NW,6/30/2015 22:51,3rd & G St SE,W21189,Member
1263975,6/30/2015 22:27,Constitution Ave & 2nd St NW/DOL,6/30/2015 22:48,New York Ave & 15th St NW,W01221,Casual
1249454,6/30/2015 22:27,Constitution Ave & 2nd St NW/DOL,6/30/2015 22:48,New York Ave & 15th St NW,W00044,Casual
1177628,6/30/2015 22:27,15th & P St NW,6/30/2015 22:47,Georgia & New Hampshire Ave NW,W20486,Member
992323,6/30/2015 22:27,3rd & H St NW,6/30/2015 22:44,18th & R St NW,W20259,Member
659378,6/30/2015 22:27,8th & H St NW,6/30/2015 22:38,2nd & G St NE,W01067,Casual
228837,6/30/2015 22:27,Lamont & Mt Pleasant NW,6/30/2015 22:31,14th & Harvard St NW,W21705,Member
1076399,6/30/2015 22:26,D St & Maryland Ave NE,6/30/2015 22:43,8th & D St NW,W20434,Member
601836,6/30/2015 22:26,Pentagon City Metro / 12th & S Hayes St,6/30/2015 22:36,12th & Army Navy Dr,W22026,Casual
591594,6/30/2015 22:26,Pentagon City Metro / 12th & S Hayes St,6/30/2015 22:35,12th & Army Navy Dr,W21371,Casual
207976,6/30/2015 22:26,Crystal City Metro / 18th & Bell St,6/30/2015 22:29,23rd & Eads St,W20466,Member
1914155,6/30/2015 22:25,18th & R St NW,6/30/2015 22:56,Maryland & Independence Ave SW,W21843,Casual
1858225,6/30/2015 22:25,18th & R St NW,6/30/2015 22:56,Maryland & Independence Ave SW,W00892,Member
1766397,6/30/2015 22:25,11th & Kenyon St NW,6/30/2015 22:55,11th & S St NW,W01319,Member
1109602,6/30/2015 22:25,19th St & Pennsylvania Ave NW,6/30/2015 22:43,4th & M St SW,W01481,Member
1090649,6/30/2015 22:25,19th St & Pennsylvania Ave NW,6/30/2015 22:43,4th & M St SW,W22059,Member
708972,6/30/2015 22:25,5th & F St NW,6/30/2015 22:37,5th & F St NW,W21186,Member
197583,6/30/2015 22:25,California St & Florida Ave NW,6/30/2015 22:28,17th & Corcoran St NW,W00539,Member
144992,6/30/2015 22:25,21st & M St NW,6/30/2015 22:28,18th & M St NW,W20790,Member
2046937,6/30/2015 22:24,Massachusetts Ave & Dupont Circle NW,6/30/2015 22:58,23rd & E St NW ,W21209,Casual
975584,6/30/2015 22:24,Lamont & Mt Pleasant NW,6/30/2015 22:40,11th & M St NW,W20928,Member
708649,6/30/2015 22:24,Columbus Circle / Union Station,6/30/2015 22:36,3rd & Tingey St SE,W21551,Member
885244,6/30/2015 22:23,8th & H St NW,6/30/2015 22:38,2nd & G St NE,W01342,Member
343412,6/30/2015 22:23,New Hampshire Ave & T St NW,6/30/2015 22:28,10th & Florida Ave NW,W21246,Member
330460,6/30/2015 22:23,Tenleytown / Wisconsin Ave & Albemarle St NW,6/30/2015 22:29,Connecticut Ave & Tilden St NW,W00909,Member
2342272,6/30/2015 22:22,20th St & Florida Ave NW,6/30/2015 23:01,Potomac & Pennsylvania Ave SE,W00190,Member
1848053,6/30/2015 22:22,10th & U St NW,6/30/2015 22:53,10th & U St NW,W01175,Casual
1798301,6/30/2015 22:22,10th & U St NW,6/30/2015 22:52,10th & U St NW,W01409,Casual
1492845,6/30/2015 22:22,4th & East Capitol St NE,6/30/2015 22:47,20th St & Florida Ave NW,W00057,Member
1273583,6/30/2015 22:22,3rd & D St SE,6/30/2015 22:43,New Hampshire Ave & 24th St NW,W22190,Member
1200914,6/30/2015 22:22,15th & Euclid St  NW,6/30/2015 22:42,23rd & E St NW ,W21694,Member
998018,6/30/2015 22:22,14th & Rhode Island Ave NW,6/30/2015 22:39,Constitution Ave & 2nd St NW/DOL,W00973,Casual
995105,6/30/2015 22:22,14th & Rhode Island Ave NW,6/30/2015 22:39,Constitution Ave & 2nd St NW/DOL,W01377,Casual
904396,6/30/2015 22:22,11th & Kenyon St NW,6/30/2015 22:37,17th St & Massachusetts Ave NW,W00961,Member
885105,6/30/2015 22:22,M St & Delaware Ave NE,6/30/2015 22:37,Massachusetts Ave & Dupont Circle NW,W20679,Member
667667,6/30/2015 22:22,8th & D St NW,6/30/2015 22:34,M St & New Jersey Ave SE,W00472,Member
569490,6/30/2015 22:22,Potomac & Pennsylvania Ave SE,6/30/2015 22:32,11th & H St NE,W00564,Member
281250,6/30/2015 22:22,Columbus Circle / Union Station,6/30/2015 22:27,M St & Delaware Ave NE,W00522,Member
1039478,6/30/2015 22:21,Constitution Ave & 2nd St NW/DOL,6/30/2015 22:39,20th & L St NW,W00721,Member
654492,6/30/2015 22:21,11th & F St NW,6/30/2015 22:32,15th & L St NW,W00397,Casual
192435,6/30/2015 22:21,3rd & Tingey St SE,6/30/2015 22:24,1st & K St SE,W21051,Member
1201749,6/30/2015 22:20,21st & M St NW,6/30/2015 22:40,Rhode Island Ave & V St NE,W00993,Member
1182096,6/30/2015 22:20,21st & M St NW,6/30/2015 22:40,Rhode Island Ave & V St NE,W21542,Member
1181647,6/30/2015 22:20,Ward Circle / American University,6/30/2015 22:40,39th & Calvert St NW / Stoddert,W00550,Member
1065611,6/30/2015 22:20,MLK Library/9th & G St NW,6/30/2015 22:38,2nd & G St NE,W01135,Member
1038375,6/30/2015 22:20,14th St & Spring Rd NW,6/30/2015 22:37,10th & U St NW,W00512,Member
812899,6/30/2015 22:20,Van Ness Metro / UDC,6/30/2015 22:33,Massachusetts Ave & Dupont Circle NW,W00279,Member
645934,6/30/2015 22:20,8th & H St NW,6/30/2015 22:31,3rd & H St NE,W22215,Casual
638101,6/30/2015 22:20,Ward Circle / American University,6/30/2015 22:31,Wisconsin Ave & Newark St NW,W01138,Member
377874,6/30/2015 22:20,17th & K St NW / Farragut Square,6/30/2015 22:26,11th & M St NW,W01400,Member
268651,6/30/2015 22:20,Calvert & Biltmore St NW,6/30/2015 22:25,16th & Harvard St NW,W21269,Member
202019,6/30/2015 22:20,28th St S & S Meade St,6/30/2015 22:23,S Troy St & 26th St S,W21656,Member
194859,6/30/2015 22:20,Park Rd & Holmead Pl NW,6/30/2015 22:24,11th & Kenyon St NW,W22137,Member
1897929,6/30/2015 22:19,17th & G St NW,6/30/2015 22:51,D St & Maryland Ave NE,W01047,Member
934173,6/30/2015 22:19,15th & P St NW,6/30/2015 22:35,10th & U St NW,W21279,Member
600520,6/30/2015 22:19,15th & P St NW,6/30/2015 22:29,14th & Harvard St NW,W20632,Member
314996,6/30/2015 22:19,22nd & I St NW / Foggy Bottom,6/30/2015 22:24,M St & Pennsylvania Ave NW,W20935,Member
1655103,6/30/2015 22:18,3rd & H St NW,6/30/2015 22:46,2nd & G St NE,W00358,Casual
1654353,6/30/2015 22:18,3rd & H St NW,6/30/2015 22:46,2nd & G St NE,W21755,Casual
1109932,6/30/2015 22:18,18th St & Rhode Island Ave NE,6/30/2015 22:36,2nd & G St NE,W21869,Member
1019276,6/30/2015 22:18,8th & H St NW,6/30/2015 22:35,13th & H St NE,W00607,Casual
700918,6/30/2015 22:18,14th & R St NW,6/30/2015 22:29,20th & O St NW / Dupont South,W01437,Member
687676,6/30/2015 22:18,14th & Harvard St NW,6/30/2015 22:30,1st & Washington Hospital Center NW,W00649,Member
339792,6/30/2015 22:18,Fairfax Dr & Wilson Blvd,6/30/2015 22:24,N Quincy St & Glebe Rd,W00075,Member
251553,6/30/2015 22:18,S Glebe & Potomac Ave,6/30/2015 22:22,20th & Crystal Dr,W22202,Member
1913476,6/30/2015 22:17,14th & Rhode Island Ave NW,6/30/2015 22:48,25th St & Pennsylvania Ave NW,W21670,Casual
1898606,6/30/2015 22:17,14th & Rhode Island Ave NW,6/30/2015 22:48,25th St & Pennsylvania Ave NW,W20528,Casual
1275060,6/30/2015 22:17,8th & H St NW,6/30/2015 22:39,Neal St & Trinidad Ave NE,W21880,Member
1003718,6/30/2015 22:17,Massachusetts Ave & Dupont Circle NW,6/30/2015 22:33,11th & S St NW,W20208,Member
1344974,6/30/2015 22:16,36th & Calvert St NW / Glover Park,6/30/2015 22:38,15th & P St NW,W21055,Member
899013,6/30/2015 22:16,Bladensburg Rd & Benning Rd NE,6/30/2015 22:31,North Capitol St & F St NW,W22236,Member
549896,6/30/2015 22:16,7th & F St NW / National Portrait Gallery,6/30/2015 22:25,20th & L St NW,W21691,Member
1666468,6/30/2015 22:15,Jefferson Memorial,6/30/2015 22:42,Mount Vernon Ave & Kennedy St,W21719,Member
1061603,6/30/2015 22:15,Park Rd & Holmead Pl NW,6/30/2015 22:32,Adams Mill & Columbia Rd NW,W00965,Member
772068,6/30/2015 22:15,5th & K St NW,6/30/2015 22:27,20th & L St NW,W21160,Casual
735251,6/30/2015 22:15,15th & P St NW,6/30/2015 22:27,15th & P St NW,W21509,Member
706819,6/30/2015 22:15,15th & P St NW,6/30/2015 22:27,15th & P St NW,W20486,Member
427817,6/30/2015 22:15,Park Rd & Holmead Pl NW,6/30/2015 22:22,12th & U St NW,W01344,Member
331010,6/30/2015 22:15,Convention Center / 7th & M St NW,6/30/2015 22:21,3rd & H St NW,W00987,Member
879173,6/30/2015 22:14,M St & Pennsylvania Ave NW,6/30/2015 22:29,Calvert St & Woodley Pl NW,W01325,Member
859009,6/30/2015 22:14,M St & Pennsylvania Ave NW,6/30/2015 22:29,Calvert St & Woodley Pl NW,W21437,Member
787822,6/30/2015 22:14,Kennedy Center,6/30/2015 22:27,15th & P St NW,W20437,Member
654232,6/30/2015 22:14,14th & Harvard St NW,6/30/2015 22:25,11th & M St NW,W22173,Member
595164,6/30/2015 22:14,7th & T St NW,6/30/2015 22:24,8th & H St NW,W01067,Member
582372,6/30/2015 22:14,11th & Kenyon St NW,6/30/2015 22:24,15th & P St NW,W00718,Member
299887,6/30/2015 22:14,14th & R St NW,6/30/2015 22:19,7th & T St NW,W00367,Casual
241843,6/30/2015 22:14,Columbus Circle / Union Station,6/30/2015 22:18,3rd & H St NE,W21583,Member
1656416,6/30/2015 22:13,Jefferson Memorial,6/30/2015 22:41,Saint Asaph St & Pendleton  St,W20573,Member
1448775,6/30/2015 22:13,N Rhodes & 16th St N,6/30/2015 22:37,Arlington Blvd & S George Mason Dr/NFATC,W22110,Member
1264574,6/30/2015 22:13,Kennedy Center,6/30/2015 22:35,Lamont & Mt Pleasant NW,W21352,Member
1233570,6/30/2015 22:13,S Glebe & Potomac Ave,6/30/2015 22:34,Columbia Pike & S Walter Reed Dr,W22140,Member
1110469,6/30/2015 22:13,14th & D St NW / Ronald Reagan Building,6/30/2015 22:31,36th & Calvert St NW / Glover Park,W00219,Member
1108949,6/30/2015 22:13,19th St & Pennsylvania Ave NW,6/30/2015 22:31,1st & H St NW,W00743,Member
902679,6/30/2015 22:13,1st & K St SE,6/30/2015 22:28,19th & East Capitol St SE,W21823,Member
579674,6/30/2015 22:13,17th & Corcoran St NW,6/30/2015 22:22,14th & V St NW,W20872,Member
148836,6/30/2015 22:13,Washington Blvd & 10th St N,6/30/2015 22:16,Barton St & 10th St N,W00572,Member
1349792,6/30/2015 22:12,7th & T St NW,6/30/2015 22:35,4th & East Capitol St NE,W01393,Member
1347483,6/30/2015 22:12,Lincoln Memorial,6/30/2015 22:35,17th & K St NW / Farragut Square,W21698,Member
1075018,6/30/2015 22:12,20th & O St NW / Dupont South,6/30/2015 22:30,Columbus Circle / Union Station,W01298,Member
953601,6/30/2015 22:12,22nd & I St NW / Foggy Bottom,6/30/2015 22:28,4th & E St SW,W00114,Member
948589,6/30/2015 22:12,6th St & Indiana Ave NW,6/30/2015 22:28,M St & New Jersey Ave SE,W01203,Member
392789,6/30/2015 22:12,Virginia Square Metro / N Monroe St & 9th St N,6/30/2015 22:18,Pershing & N George Mason Dr,W21476,Member
2369989,6/30/2015 22:11,Jefferson Dr & 14th St SW,6/30/2015 22:51,Jefferson Dr & 14th St SW,W00523,Casual
951272,6/30/2015 22:11,Thomas Circle,6/30/2015 22:27,8th & H St NW,W00897,Member
686660,6/30/2015 22:11,14th & R St NW,6/30/2015 22:23,Park Rd & Holmead Pl NW,W00242,Member
178569,6/30/2015 22:11,New Hampshire Ave & 24th St NW,6/30/2015 22:14,M St & Pennsylvania Ave NW,W01325,Member
3831495,6/30/2015 22:10,3rd & H St NE,6/30/2015 23:14,2nd & G St NE,W20322,Casual
1379504,6/30/2015 22:10,14th & R St NW,6/30/2015 22:33,5th & F St NW,W21356,Member
939596,6/30/2015 22:10,21st St & Constitution Ave NW,6/30/2015 22:25,8th & D St NW,W00261,Casual
407914,6/30/2015 22:10,20th St & Florida Ave NW,6/30/2015 22:17,15th & P St NW,W21279,Member
390044,6/30/2015 22:10,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,6/30/2015 22:16,McKinley St & Connecticut Ave NW,W20942,Member
95231,6/30/2015 22:10,17th & Rhode Island Ave NW,6/30/2015 22:11,17th & Rhode Island Ave NW,W00781,Casual
2795423,6/30/2015 22:09,Massachusetts Ave & Dupont Circle NW,6/30/2015 22:56,11th & S St NW,W00304,Member
1536351,6/30/2015 22:09,Eckington Pl & Q St NE,6/30/2015 22:35,17th & K St NW,W21221,Member
1438337,6/30/2015 22:09,5th & Kennedy St NW,6/30/2015 22:33,10th & U St NW,W00637,Member
1109964,6/30/2015 22:09,S Joyce & Army Navy Dr,6/30/2015 22:27,28th St S & S Meade St,W00355,Casual
1099120,6/30/2015 22:09,S Joyce & Army Navy Dr,6/30/2015 22:27,28th St S & S Meade St,W20044,Casual
912152,6/30/2015 22:09,21st St & Constitution Ave NW,6/30/2015 22:25,8th & D St NW,W00192,Casual
676650,6/30/2015 22:09,20th St & Florida Ave NW,6/30/2015 22:20,10th & U St NW,W20930,Member
604642,6/30/2015 22:09,14th & Harvard St NW,6/30/2015 22:19,11th & Kenyon St NW,W00961,Casual
455045,6/30/2015 22:09,6th St & Indiana Ave NW,6/30/2015 22:16,4th & M St SW,W21554,Member
437484,6/30/2015 22:09,12th & L St NW,6/30/2015 22:16,North Capitol St & F St NW,W21644,Member
436273,6/30/2015 22:09,4th & M St SW,6/30/2015 22:17,1st & K St SE,W22176,Member
434581,6/30/2015 22:09,20th St & Florida Ave NW,6/30/2015 22:16,19th & K St NW,W00628,Member
12335055,6/30/2015 22:08,10th & Florida Ave NW,7/1/2015 1:33,10th & Florida Ave NW,W22050,Member
3795168,6/30/2015 22:08,3rd & H St NE,6/30/2015 23:12,2nd & G St NE,W00528,Member
1326535,6/30/2015 22:08,Jefferson Memorial,6/30/2015 22:30,Pentagon City Metro / 12th & S Hayes St,W20308,Member
1299989,6/30/2015 22:08,19th St & Pennsylvania Ave NW,6/30/2015 22:29,1st & K St SE,W20891,Member
1099680,6/30/2015 22:08,Calvert St & Woodley Pl NW,6/30/2015 22:27,10th & U St NW,W01496,Member
1092751,6/30/2015 22:08,Fessenden St & Wisconsin Ave NW,6/30/2015 22:26,3000 Connecticut Ave NW / National Zoo,W00939,Member
664406,6/30/2015 22:08,15th & P St NW,6/30/2015 22:19,25th St & Pennsylvania Ave NW,W01015,Member
659989,6/30/2015 22:08,15th & P St NW,6/30/2015 22:19,25th St & Pennsylvania Ave NW,W20477,Member
459032,6/30/2015 22:08,6th St & Indiana Ave NW,6/30/2015 22:16,4th & M St SW,W00498,Member
440230,6/30/2015 22:08,14th & R St NW,6/30/2015 22:15,10th & U St NW,W01175,Member
435874,6/30/2015 22:08,14th & R St NW,6/30/2015 22:15,10th & U St NW,W01359,Member
843786,6/30/2015 22:07,19th & L St NW,6/30/2015 22:21,Key Blvd & N Quinn St,W20503,Member
736748,6/30/2015 22:07,North Capitol St & F St NW,6/30/2015 22:19,8th & H St NW,W00441,Member
611324,6/30/2015 22:07,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,6/30/2015 22:17,S Kenmore & 24th St S,W01233,Member
450928,6/30/2015 22:07,Washington & Independence Ave SW/HHS,6/30/2015 22:15,4th & D St NW / Judiciary Square,W22204,Member
293247,6/30/2015 22:07,Columbus Circle / Union Station,6/30/2015 22:12,3rd St & Pennsylvania Ave SE,W00991,Member
